元件编号	元件名称	元件类别	封装规格	焊盘数量	品牌产地	库类型
C17614	3.9KΩ (3901) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C25271	1Ω (1R00) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17798	680Ω (6800) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17801	68KΩ (6802) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17807	7.5KΩ (7501) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17828	8.2KΩ (8201) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17714	47Ω (47R0) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17724	5.1Ω (5R10) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C4382	5.6KΩ (5601) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17737	51KΩ (5102) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17738	51Ω (51R0) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17675	4.7Ω (4R70) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17772	6.8KΩ (6801) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C1794	15pF (150) ±5% 50V	电容_贴片电容	0805	2	SAMSUNG 三星	基础库
C1785	10pF (100) ±5% 50V	电容_贴片电容	0805	2	SAMSUNG 三星	基础库
C17709	470KΩ (4703) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C14971	1pF (010) ±0.25pF 50V	电容_贴片电容	0805	2	SAMSUNG 三星	基础库
C1743	470pF (471) ±10% 50V	电容_贴片电容	0805	2	FH 风华	基础库
C1744	4.7nF (472) ±10% 50V	电容_贴片电容	0805	2	FH 风华	基础库
C1809	30pF (300) ±5% 50V	电容_贴片电容	0805	2	SAMSUNG 三星	基础库
C1814	33pF (330) ±5% 50V	电容_贴片电容	0805	2	SAMSUNG 三星	基础库
C5378	220nF (224) ±10% 50V	电容_贴片电容	0805	2	SAMSUNG 三星	基础库
C28260	2.2nF (222) ±5% 50V	电容_贴片电容	0805	2	SAMSUNG 三星	基础库
C13967	470nF (474) ±10% 50V	电容_贴片电容	0805	2	SAMSUNG 三星	基础库
C14857	47pF (470) ±5% 50V	电容_贴片电容	0805	2	SAMSUNG 三星	基础库
C1729	22nF (223) ±10% 50V	电容_贴片电容	0805	2	SAMSUNG 三星	基础库
C1739	33nF (333) ±10% 50V	电容_贴片电容	0805	2	FH 风华	基础库
C28636	560Ω (5600) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C1594	150pF (151) ±10% 50V	电容_贴片电容	0603	2	FH 风华	基础库
C53172	220pF (221) ±10% 50V	电容_贴片电容	0805	2	SAMSUNG 三星	基础库
C1630	680pF (681) ±10% 50V	电容_贴片电容	0603	2	FH 风华	基础库
C1631	6.8nF (682) ±10% 50V	电容_贴片电容	0603	2	FH 风华	基础库
C1613	3.3nF (332) ±10% 50V	电容_贴片电容	0603	2	SAMSUNG 三星	基础库
C1664	330pF (331) ±5% 50V	电容_贴片电容	0603	2	SAMSUNG 三星	基础库
C1656	27pF (270) ±5% 50V	电容_贴片电容	0603	2	SAMSUNG 三星	基础库
C37474	6pF (6R0) ±0.25pF 50V	电容_贴片电容	0603	2	FH 风华	基础库
C1647	18pF (180) ±5% 50V	电容_贴片电容	0603	2	SAMSUNG 三星	基础库
C22397	30pF (300) ±5% 50V	电容_贴片电容	0603	2	SAMSUNG 三星	基础库
C21117	33nF (333) ±10% 50V	电容_贴片电容	0603	2	SAMSUNG 三星	基础库
C15525	10uF (106) ±20% 6.3V	电容_贴片电容	0402	2	SAMSUNG 三星	基础库
C1554	20pF (200) ±5% 50V	电容_贴片电容	0402	2	FH 风华	基础库
C1530	220pF (221) ±10% 50V	电容_贴片电容	0402	2	FH 风华	基础库
C1532	22nF (223) ±10% 50V	电容_贴片电容	0402	2	FH 风华	基础库
C1538	4.7nF (472) ±10% 50V	电容_贴片电容	0402	2	FH 风华	基础库
C1615	330nF (334) ±10% 25V	电容_贴片电容	0603	2	FH 风华	基础库
C1531	2.2nF (222) ±10% 50V	电容_贴片电容	0402	2	FH 风华	基础库
C1547	12pF (120) ±5% 50V	电容_贴片电容	0402	2	FH 风华	基础库
C1548	15pF (150) ±5% 50V	电容_贴片电容	0402	2	FH 风华	基础库
C1549	18pF (180) ±5% 50V	电容_贴片电容	0402	2	FH 风华	基础库
C16772	220nF (224) ±10% 16V	电容_贴片电容	0402	2	SAMSUNG 三星	基础库
C23733	4.7uF (475) ±20% 10V	电容_贴片电容	0402	2	SAMSUNG 三星	基础库
C32949	10pF (100) ±5% 50V	电容_贴片电容	0402	2	SAMSUNG 三星	基础库
C35216	1nF (102) ±10% 500V	电容_贴片电容	1206	2	SAMSUNG 三星	基础库
C8056	ZMM3V3	二极管_稳压二极管	LL-34	2	先科ST	基础库
C8062	ZMM5V6	二极管_稳压二极管	LL-34	2	先科ST	基础库
C8326	MMBT5401 2L	三极管	SOT-23	3	CJ江苏长电 (授权代理)	基础库
C5441	US1M	二极管	SMA,DO-214AC	2	LC 立创	基础库
C14996	SS210	二极管	SMA,DO-214AC	2	LC 立创	基础库
C1562	33pF (330) ±5% 50V	电容_贴片电容	0402	2	FH 风华	基础库
C1846	10nF (103) ±10% 50V	电容_贴片电容	1206	2	FH 风华	基础库
C2500	BAV99 A7W	二极管_开关二极管	SOT-23	3	NXP 恩智浦	基础库
C2488	MB10S	整流桥	MBS	4	LC 立创	基础库
C14289	HT7533-1	LDO_低压差线性稳压	SOT-89	4	HOLTEK 台湾合泰/盛群	基础库
C6187	AMS1117-5.0	LDO_低压差线性稳压	SOT-223	3	美国AMS	基础库
C5446	XC6206P332MR	LDO_低压差线性稳压	SOT-23-3L	3	TOREX 特瑞仕	基础库
C8313	STM32F103VCT6	MCU	LQFP-100	100	ST 意法半导体	基础库
C28730	STM32F407VET6	MCU	LQFP-100	100	ST 意法半导体	基础库
C71136	78L05G-AB3-R	LDO_低压差线性稳压	SOT-89	4	UTC 友顺	基础库
C16496	6N137S(TA)	贴片光耦	SMD-8	8	EVERLIGHT 台湾亿光	基础库
C8308	STM32F103VET6	MCU	LQFP-100	100	ST 意法半导体	基础库
C10487	SI2301CDS-T1-GE3	MOS_场效应管	SOT-23	3	VISHAY 威世	基础库
C8287	STM32F103ZET6	MCU	LQFP-144	144	ST 意法半导体	基础库
C8322	STM32F103RET6	MCU	LQFP-64	64	ST 意法半导体	基础库
C10002	LM2596SX-5.0/NOPB	DC-DC芯片	TO-263-5	5	NS 美国国家半导体	基础库
C14259	MP2359DJ-LF-Z	DC-DC芯片	SOT-23-6	6	MPS	基础库
C15051	MP1584EN-LF-Z	DC-DC芯片	SOIC-8_EP	8	MPS	基础库
C9864	TPS5430DDAR	DC-DC芯片	SOP-8	8	TI 德州仪器	基础库
C3113	CJ431 0.5%431	电压基准芯片	SOT-23	3	CJ江苏长电 (授权代理)	基础库
C5947	74HC595D,118	逻辑芯片_74系列	SOIC-16	16	NXP 恩智浦	基础库
C1017	600Ω ±25% 100MHz	贴片磁珠	0805	2	Sunlord 顺络	基础库
C32677	PSM712-LF-T7	二极管_TVS二极管	SOT-23	3	PROTEK	基础库
C7955	LM393DR2G	电压比较器	SOIC-8	8	ON 安森美	基础库
C71035	LM324DT	运放	SOIC-14	14	ST 意法半导体	基础库
C23922	STM32F030C8T6	MCU	LQFP-48	48	ST 意法半导体	基础库
C5605	74HC14D	逻辑芯片_74系列	SOIC-14	14	NXP 恩智浦	基础库
C7562	EEPROM/M24C02-WMN6TP	EEPROM存储器	SOIC-8	8	ST 意法半导体	基础库
C32843	以太网/W5500	以太网	LQFP-48	48	WIZNET	基础库
C14267	CH340G	USB芯片	SOIC-16	16	WCH 南京沁恒	基础库
C13482	SP3232EEY-L/TR	RS232芯片	TSSOP-16	16	SIPEX	基础库
C26860	MAX232ESE	RS232芯片	SOIC-16	16	MAXIM 美信	基础库
C2293	蓝灯	二极管_发光二极管	0805	2	国产	基础库
C34499	白灯	二极管_发光二极管	0805	2	KENTO	基础库
C2290	白灯	二极管_发光二极管	0603	2	KENTO	基础库
C13738	16MHZ 9PF 10PPM	晶振_贴片无源晶振	SMD-3225	4	LC 立创	基础库
C9006	25MHZ 12PF 10PPM	晶振_贴片无源晶振	SMD-3225	4	LC 立创	基础库
C6952	CAN/TJA1050T/CM	CAN芯片	SOIC-8	8	NXP 恩智浦	基础库
C9683	ULN2803ADW	大电流驱动	SOIC-18	18	TI 德州仪器	基础库
C6749	S9013 J3	三极管	SOT-23	3	CJ江苏长电 (授权代理)	基础库
C97521	W25Q128JVSIQTR	FLASH存储器	SOIC-8_208mil	8	WINBOND 华邦	基础库
C112574	YSX530GA 11.0592MHZ 20PF 10PPM -40~+85	晶振_贴片无源晶振	SMD-5032_2P	2	YXC	基础库
C52717	STM8S003F3P6TR	MCU	TSSOP-20	20	ST 意法半导体	基础库
C64898	SM4007PL  A7 [SMT4期 ]	二极管_通用二极管	SOD-123F	2	MDD	基础库
C13415	68nH ±5% 0603	电感_贴片电感	0603	2	Sunlord 顺络	基础库
C16581	TP4056	电池电源管理芯片	SOP-8	8	TOPPOWER 南京拓微	基础库
C12084	CAN/SN65HVD230DR	CAN芯片	SOIC-8	8	TI 德州仪器	基础库
C32574	TP4054	电池电源管理芯片	SOT-23-5	5	TOPPOWER 南京拓微	基础库
C5593	74HC08D	逻辑芯片_74系列	SOIC-14	14	NXP 恩智浦	基础库
C7063	RS-485/RS-422/SN75176BDR	RS-485/RS-422	SOIC-8	8	TI 德州仪器	基础库
C7433	OP07CDR	运放_精密运放	SOIC-8	8	TI 德州仪器	基础库
C6961	TL072CDT	运放	SOIC-8	8	ST 意法半导体	基础库
C7377	MCP6002T-I/SN	运放	SOIC-8	8	Microchip	基础库
C9669	ADUM1201ARZ-RL7	隔离器	SOIC-8	8	ADI 亚德诺	基础库
C12100	27nH ±5%	电感_贴片电感	0603	2	Sunlord 顺络	基础库
C79988	EEPROM/M24C64-RMN6TP	EEPROM存储器	SOIC-8	8	ST 意法半导体	基础库
C7593	时基集成/NE555DR	时基集成	SOIC-8	8	TI 德州仪器	基础库
C21379	CD4051BM96	逻辑芯片_4000系列	SOIC-16	16	TI 德州仪器	基础库
C6521	CD4052BM96	逻辑芯片_4000系列	SOIC-16	16	TI 德州仪器	基础库
C5590	74HC04D	逻辑芯片_74系列	SOIC-14	14	NXP 恩智浦	基础库
C5625	74HC245D,653	逻辑芯片_74系列	SOIC-20	20	NXP 恩智浦	基础库
C7974	LMV324IDR	运放	SOIC-14	14	TI 德州仪器	基础库
C7972	LMV321IDBVRG4	运放	SOT-23-5	5	TI 德州仪器	基础库
C8959	DS1302Z+T&R	实时时钟	SOIC-8	8	MAXIM 美信	基础库
C7440	PCF8563T/5,518	实时时钟	SOIC-8	8	NXP 恩智浦	基础库
C6482	EEPROM/AT24C256C-SSHL-T	EEPROM存储器	SOIC-8	8	ATMEL 爱特梅尔	基础库
C24112	MPU-6050	传感器	QFN-24	24	InvenSense	基础库
C7426	NE5532DR	功放	SOIC-8	8	TI 德州仪器	基础库
C15879	SMF05CT1G	二极管_TVS二极管	SC-70-6,SOT-363	6	ON 安森美	基础库
C85364	SRV05-4-P-T7	二极管_TVS二极管	SOT-23-6	6	PROTEK	基础库
C18229	LM2904DR2G	运放	SOIC-8	8	ON 安森美	基础库
C5613	74HC165D	逻辑芯片_74系列	SOIC-16	16	NXP 恩智浦	基础库
C18876	MP2303ADN-LF-Z	DC-DC芯片	SOIC-8_EP	8	MPS	基础库
C14123	MP2451DT-LF-Z	DC-DC芯片	SOT-23-6	6	MPS	基础库
C61063	XL1509-5.0E1	DC-DC芯片	SOP-8	8	XLSEMI 芯龙	基础库
C8735	STM32F103RBT6	MCU	LQFP-64	64	ST 意法半导体	基础库
C9865	TPS54331DR	DC-DC芯片	SOIC-8	8	TI 德州仪器	基础库
C32078	MC34063ADR2G	DC-DC芯片	SOIC-8	8	ON 安森美	基础库
C34465	LM2576SX-5.0	DC-DC芯片	TO-263-5	5	TI 德州仪器	基础库
C15742	STM32F405RGT6	MCU	LQFP-64	64	ST 意法半导体	基础库
C8304	STM32F103CBT6	MCU	LQFP-48	48	ST 意法半导体	基础库
C32908	STM32F030F4P6	MCU	TSSOP-20	20	ST 意法半导体	基础库
C12345	STM32F407VGT6	MCU	LQFP-100	100	ST 意法半导体	基础库
C75510	LM317AL-TN3-R	LDO_低压差线性稳压	TO-252-2	3	UTC 友顺	基础库
C8314	STM32F103VBT6	MCU	LQFP-100	100	ST 意法半导体	基础库
C16106	HT7550-1	LDO_低压差线性稳压	SOT-89	4	HOLTEK 台湾合泰/盛群	基础库
C8492	BSS84LT1G	MOS_场效应管	SOT-23	3	LRC 乐山无线电	基础库
C16072	AO4407A	MOS_场效应管	SOIC-8	8	AOS	基础库
C24278	B772 160-320	三极管	SOT-89	4	CJ江苏长电 (授权代理)	基础库
C9634	D882	三极管	SOT-89	4	CJ江苏长电 (授权代理)	基础库
C35722	SS36-E3/57T	二极管	SMC,DO-214AB	2	VISHAY 威世	基础库
C68978	BAV70 A4	二极管_开关二极管	SOT-23	3	CJ江苏长电 (授权代理)	基础库
C5377	DB107S	整流桥	DBS	4	LC 立创	基础库
C50254	2.2uF (225) ±10% 50V	电容_贴片电容	1206	2	SAMSUNG 三星	基础库
C47339	470nF (474) ±10% 10V	电容_贴片电容	0402	2	SAMSUNG 三星	基础库
C1559	2.2pF (2R2) ±0.25pF 50V	电容_贴片电容	0402	2	FH 风华	基础库
C1550	1pF (1R0) ±0.25pF 50V	电容_贴片电容	0402	2	FH 风华	基础库
C1552	1.5pF (1R5) ±0.25pF 50V	电容_贴片电容	0402	2	FH 风华	基础库
C1537	470pF (471) ±10% 50V	电容_贴片电容	0402	2	FH 风华	基础库
C1570	30pF (300) ±5% 50V	电容_贴片电容	0402	2	FH 风华	基础库
C13533	330pF (331) ±5% 50V	电容_贴片电容	0402	2	SAMSUNG 三星	基础库
C1585	33nF (333) ±20% 50V	电容_贴片电容	0402	2	FH 风华	基础库
C1542	6.8nF (682) ±10% 50V	电容_贴片电容	0402	2	FH 风华	基础库
C1569	4.7pF (4R7) ±0.25pF 50V	电容_贴片电容	0402	2	FH 风华	基础库
C1567	47pF (470) ±5% 50V	电容_贴片电容	0402	2	FH 风华	基础库
C1557	27pF (270) ±5% 50V	电容_贴片电容	0402	2	FH 风华	基础库
C26404	3.3nF (332) ±10% 50V	电容_贴片电容	0402	2	SAMSUNG 三星	基础库
C1527	150pF (151) ±10% 50V	电容_贴片电容	0402	2	FH 风华	基础库
C1600	200pF (201) ±10% 50V	电容_贴片电容	0603	2	FH 风华	基础库
C16149	2.7pF (2R7) ±0.25pF 50V	电容_贴片电容	0603	2	SAMSUNG 三星	基础库
C39148	56pF (560) ±5% 50V	电容_贴片电容	0603	2	SAMSUNG 三星	基础库
C23969	1pF (010) ±0.25pF 50V	电容_贴片电容	0603	2	SAMSUNG 三星	基础库
C28262	68pF (680) ±5% 50V	电容_贴片电容	0603	2	SAMSUNG 三星	基础库
C31658	68nF (683) ±10% 50V	电容_贴片电容	0603	2	SAMSUNG 三星	基础库
C1669	4.7pF (4R7) ±0.25pF 50V	电容_贴片电容	0603	2	FH 风华	基础库
C1679	6.8pF (6R8) ±0.25pF 50V	电容_贴片电容	0603	2	FH 风华	基础库
C53175	3.3nF (332) ±10% 50V	电容_贴片电容	0805	2	SAMSUNG 三星	基础库
C53134	47nF (473) ±10% 50V	电容_贴片电容	0805	2	SAMSUNG 三星	基础库
C1792	12pF (120) ±5% 50V	电容_贴片电容	0805	2	FH 风华	基础库
C1716	150pF (151) ±10% 50V	电容_贴片电容	0805	2	FH 风华	基础库
C1595	1.5nF (152) ±10% 50V	电容_贴片电容	0603	2	FH 风华	基础库
C1685	8.2pF (8R2) ±0.25pF 50V	电容_贴片电容	0603	2	FH 风华	基础库
C51207	330pF (331) ±10% 50V	电容_贴片电容	0805	2	SAMSUNG 三星	基础库
C53150	680pF (681) ±10% 50V	电容_贴片电容	0805	2	SAMSUNG 三星	基础库
C1717	1.5nF (152) ±10% 50V	电容_贴片电容	0805	2	FH 风华	基础库
C1755	6.8nF (682) ±10% 50V	电容_贴片电容	0805	2	FH 风华	基础库
C1596	15nF (153) ±10% 50V	电容_贴片电容	0603	2	FH 风华	基础库
C1609	2.7nF (272) ±10% 50V	电容_贴片电容	0603	2	FH 风华	基础库
C17757	56Ω (56R0) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C1740	330nF (334) ±10% 50V	电容_贴片电容	0805	2	FH 风华	基础库
C17572	240Ω (2400) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17677	4.99KΩ (4991) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17490	16KΩ (1602) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C1797	18pF (180) ±5% 50V	电容_贴片电容	0805	2	FH 风华	基础库
C17783	62KΩ (6202) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17695	43KΩ (4302) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17756	56KΩ (5602) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17767	6.2KΩ (6201) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17733	510KΩ (5103) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17719	49.9KΩ (4992) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17720	49.9Ω (49R9) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17837	820Ω (8200) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17840	82KΩ (8202) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17818	750Ω (7500) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17819	75KΩ (7502) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C25826	39KΩ (3902) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C26108	10MΩ (1005) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C26112	2MΩ (2004) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17855	9.1KΩ (9101) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C18359	3.6KΩ (3601) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C20638	75Ω (75R0) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17616	300KΩ (3003) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17606	2Ω (2R00) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17629	330KΩ (3303) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17667	4.3KΩ (4301) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17556	220KΩ (2203) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17506	18KΩ (1802) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17480	15Ω (15R0) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17521	2.2Ω (2R20) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17398	1.8KΩ (1801) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17455	13KΩ (1302) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17429	11KΩ (1102) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17436	120KΩ (1203) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C4360	36KΩ (3602) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C17590	270Ω (2700) ±1%	电阻_贴片电阻	0805	2	UniOhm台湾厚声 (授权代理)	基础库
C23220	620Ω (6200) ±1%	电阻_贴片电阻	0603	2	UniOhm台湾厚声 (授权代理)	基础库
C27592	68Ω (68R0) ±1%	电阻_贴片电阻	0603	2	UniOhm台湾厚声 (授权代理)	基础库
C22795	130KΩ (1303) ±1%	电阻_贴片电阻	0603	2	UniOhm台湾厚声 (授权代理)	基础库
C22764	1.1KΩ (1101) ±1%	电阻_贴片电阻	0603	2	UniOhm台湾厚声 (授权代理)	基础库
C22813	160KΩ (1603) ±1%	电阻_贴片电阻	0603	2	UniOhm台湾厚声 (授权代理)	基础库
C25194	360Ω (3600) ±1%	电阻_贴片电阻	0603	2	UniOhm台湾厚声 (授权代理)	基础库
C25805	110KΩ (1103) ±1%	电阻_贴片电阻	0603	2	UniOhm台湾厚声 (授权代理)	基础库
C25822	680KΩ (6803) ±1%	电阻_贴片电阻	0603	2	UniOhm台湾厚声 (授权代理)	基础库
C23265	91KΩ (9102) ±1%	电阻_贴片电阻	0603	2	UniOhm台湾厚声 (授权代理)	基础库
C25190	27Ω (27R0) ±1%	电阻_贴片电阻	0603	2	UniOhm台湾厚声 (授权代理)	基础库
C25196	56Ω (56R0) ±1%	电阻_贴片电阻	0603	2	UniOhm台湾厚声 (授权代理)	基础库
C4197	240KΩ (2403) ±1%	电阻_贴片电阻	0603	2	UniOhm台湾厚声 (授权代理)	基础库
C23241	750Ω (7500) ±1%	电阻_贴片电阻	0603	2	UniOhm台湾厚声 (授权代理)	基础库
C23203	560KΩ (5603) ±1%	电阻_贴片电阻	0603	2	UniOhm台湾厚声 (授权代理)	基础库
C22977	2Ω (2R00) ±1%	电阻_贴片电阻	0603	2	UniOhm台湾厚声 (授权代理)	基础库
C23150	390KΩ (3903) ±1%	电阻_贴片电阻	0603	2	UniOhm台湾厚声 (授权代理)	基础库
C23156	3MΩ (3004) ±1%	电阻_贴片电阻	0603	2	UniOhm台湾厚声 (授权代理)	基础库
C23163	4.7MΩ (4704) ±1%	电阻_贴片电阻	0603	2	UniOhm台湾厚声 (授权代理)	基础库
C22965	270KΩ (2703) ±1%	电阻_贴片电阻	0603	2	UniOhm台湾厚声 (授权代理)	基础库
C22938	2.2MΩ (2204) ±1%	电阻_贴片电阻	0603	2	UniOhm台湾厚声 (授权代理)	基础库
C25130	680Ω (6800) ±1%	电阻_贴片电阻	0402	2	UniOhm台湾厚声 (授权代理)	基础库
C36871	68KΩ (6802) ±1%	电阻_贴片电阻	0402	2	UniOhm台湾厚声 (授权代理)	基础库
C25918	7.5KΩ (7501) ±1%	电阻_贴片电阻	0402	2	UniOhm台湾厚声 (授权代理)	基础库
C25798	75KΩ (7502) ±1%	电阻_贴片电阻	0402	2	UniOhm台湾厚声 (授权代理)	基础库
C25133	75Ω (75R0) ±1%	电阻_贴片电阻	0402	2	UniOhm台湾厚声 (授权代理)	基础库
C25924	8.2KΩ (8201) ±1%	电阻_贴片电阻	0402	2	UniOhm台湾厚声 (授权代理)	基础库
C25125	51Ω (51R0) ±1%	电阻_贴片电阻	0402	2	UniOhm台湾厚声 (授权代理)	基础库
C25908	5.6KΩ (5601) ±1%	电阻_贴片电阻	0402	2	UniOhm台湾厚声 (授权代理)	基础库
C11616	510KΩ (5103) ±1%	电阻_贴片电阻	0402	2	UniOhm台湾厚声 (授权代理)	基础库
C13320	5.1MΩ (5104) ±1%	电阻_贴片电阻	0603	2	UniOhm台湾厚声 (授权代理)	基础库
C22828	180Ω (1800) ±1%	电阻_贴片电阻	0603	2	UniOhm台湾厚声 (授权代理)	基础库
C22810	15Ω (15R0) ±1%	电阻_贴片电阻	0603	2	UniOhm台湾厚声 (授权代理)	基础库
C25783	39KΩ (3902) ±1%	电阻_贴片电阻	0402	2	UniOhm台湾厚声 (授权代理)	基础库
C25118	47Ω (47R0) ±1%	电阻_贴片电阻	0402	2	UniOhm台湾厚声 (授权代理)	基础库
C25769	24KΩ (2402) ±1%	电阻_贴片电阻	0402	2	UniOhm台湾厚声 (授权代理)	基础库
C25771	27KΩ (2702) ±1%	电阻_贴片电阻	0402	2	UniOhm台湾厚声 (授权代理)	基础库
C51721	3.9KΩ(3901) ±1%	电阻_贴片电阻	0402	2	UniOhm台湾厚声 (授权代理)	基础库
C25774	300KΩ (3003) ±1%	电阻_贴片电阻	0402	2	UniOhm台湾厚声 (授权代理)	基础库
C25102	300Ω (3000) ±1%	电阻_贴片电阻	0402	2	UniOhm台湾厚声 (授权代理)	基础库
C25778	330KΩ (3303) ±1%	电阻_贴片电阻	0402	2	UniOhm台湾厚声 (授权代理)	基础库
C25767	220KΩ (2203) ±1%	电阻_贴片电阻	0402	2	UniOhm台湾厚声 (授权代理)	基础库
C25091	220Ω (2200) ±1%	电阻_贴片电阻	0402	2	UniOhm台湾厚声 (授权代理)	基础库
C25087	200Ω (2000) ±1%	电阻_贴片电阻	0402	2	UniOhm台湾厚声 (授权代理)	基础库
C25762	18KΩ (1802) ±1%	电阻_贴片电阻	0402	2	UniOhm台湾厚声 (授权代理)	基础库
C25086	1Ω (1R00) ±1%	电阻_贴片电阻	0402	2	UniOhm台湾厚声 (授权代理)	基础库
C25882	2.4KΩ (2401) ±1%	电阻_贴片电阻	0402	2	UniOhm台湾厚声 (授权代理)	基础库
C25755	150KΩ (1503) ±1%	电阻_贴片电阻	0402	2	UniOhm台湾厚声 (授权代理)	基础库
