元件编号	元件名称	元件类别	封装规格	焊盘数量	品牌产地	库类型
C17815	73.2Ω(73R2) ±1% [SMT4期 823]	电阻_贴片电阻	0805	2	UniOhm台湾厚声（授权代理）	扩展库
C17822	768KΩ(7683) ±1% [SMT4期 823]	电阻_贴片电阻	0805	2	UniOhm台湾厚声（授权代理）	扩展库
C17824	78.7Ω(78R7) ±1% [SMT4期 823]	电阻_贴片电阻	0805	2	UniOhm台湾厚声（授权代理）	扩展库
C17873	95.3KΩ(9532) ±1% [SMT4期 823]	电阻_贴片电阻	0805	2	UniOhm台湾厚声（授权代理）	扩展库
C17875	953KΩ(9533) ±1% [SMT4期 823]	电阻_贴片电阻	0805	2	UniOhm台湾厚声（授权代理）	扩展库
C17880	976Ω(9760) ±1% [SMT4期 823]	电阻_贴片电阻	0805	2	UniOhm台湾厚声（授权代理）	扩展库
C17857	9.1Ω(9R10) ±1% [SMT4期 823]	电阻_贴片电阻	0805	2	UniOhm台湾厚声（授权代理）	扩展库
C17823	768Ω(7680) ±1% [SMT4期 823]	电阻_贴片电阻	0805	2	UniOhm台湾厚声（授权代理）	扩展库
C17839	825Ω(8250) ±1% [SMT4期 823]	电阻_贴片电阻	0805	2	UniOhm台湾厚声（授权代理）	扩展库
C17848	866KΩ(8663) ±1% [SMT4期 823]	电阻_贴片电阻	0805	2	UniOhm台湾厚声（授权代理）	扩展库
C17805	698KΩ(6983) ±1% [SMT4期 823]	电阻_贴片电阻	0805	2	UniOhm台湾厚声（授权代理）	扩展库
C78599	49.9Ω ±1% 25PPM [SMT4期 1020]	电阻_贴片高精密、低温漂电阻	0805	2	UniOhm台湾厚声（授权代理）	扩展库
C134293	5.1KΩ ±1% 25PPM [SMT4期 1020]	电阻_贴片高精密、低温漂电阻	0805	2	UniOhm台湾厚声（授权代理）	扩展库
C68930	1.47Ω(1R47) ±1% [SMT4期 823]	电阻_贴片电阻	0805	2	UniOhm台湾厚声（授权代理）	扩展库
C133280	200KΩ ±1% 25PPM [SMT4期 1020]	电阻_贴片高精密、低温漂电阻	0805	2	UniOhm台湾厚声（授权代理）	扩展库
C62325	45.3Ω(45R3) ±1% [SMT4期 823]	电阻_贴片电阻	0805	2	UniOhm台湾厚声（授权代理）	扩展库
C64564	20KΩ ±1% 25PPM [SMT4期 1020]	电阻_贴片高精密、低温漂电阻	0805	2	UniOhm台湾厚声（授权代理）	扩展库
C61684	100Ω  ±1%  25PPM [SMT4期 1020]	电阻_贴片高精密、低温漂电阻	0805	2	UniOhm台湾厚声（授权代理）	扩展库
C127709	0.056Ω(R056) ±1% [SMT4期 823]	电阻_贴片超低阻值电阻	0805	2	UniOhm台湾厚声（授权代理）	扩展库
C65847	4.42Ω(4R42) ±1% [SMT4期 823]	电阻_贴片电阻	0805	2	UniOhm台湾厚声（授权代理）	扩展库
C65869	165KΩ(1653) ±1% [SMT4期 823]	电阻_贴片电阻	0805	2	UniOhm台湾厚声（授权代理）	扩展库
C65241	18MΩ(1805) ±1% [SMT4期 823]	电阻_贴片电阻	0805	2	UniOhm台湾厚声（授权代理）	扩展库
C247511	1.82Ω(1R82) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247512	1.78Ω(1R78) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247494	3.83Ω(3R83) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247495	3.65Ω(3R65) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247483	5.36Ω(5R36) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247488	4.64Ω(4R64) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247490	4.42Ω(4R42) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247497	3.4Ω(3R4) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247463	9.09Ω(9R09) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247465	8.66Ω(8R66) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247472	7.15Ω(7R15) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247474	6.65Ω(6R65) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247424	1.07KΩ(1071) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247415	1.74KΩ(1741) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247406	102KΩ(1023) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247408	10.7KΩ(1072) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247397	11.8Ω(11R8) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247383	137Ω(1370) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247379	14.7Ω(14R7) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247365	17.4KΩ(1742) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247372	158Ω(1580) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247347	2.43KΩ(2431) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247354	19.6Ω(19R6) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247356	187Ω(1870) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247358	182Ω(1820) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247322	26.7KΩ(2672) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247324	25.5Ω(25R5) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247329	237Ω(2370) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247331	23.7Ω(23R7) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247299	309Ω(3090) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247304	3.4KΩ(3401) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247306	294KΩ(2943) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247313	274Ω(2740) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247272	4.12KΩ(4121) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247274	392KΩ(3923) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247279	374Ω(3740) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247288	348KΩ(3483) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247290	34.8KΩ(3482) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247256	44.2Ω(44R2) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247263	42.2Ω(42R2) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247222	59KΩ(5902) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247224	590KΩ(5903) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247229	562KΩ(5623) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247479	5.76Ω(5R76) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247492	4.12Ω(4R12) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247376	15.4KΩ(1542) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247377	147Ω(1470) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247179	845Ω(8450) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247181	825Ω(8250) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247188	787KΩ(7873) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247190	768Ω(7680) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247197	715KΩ(7153) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247199	7.32KΩ(7321) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247204	681KΩ(6813) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247206	66.5Ω(66R5) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247411	1.96KΩ(1961) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247412	1.91KΩ(1911) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247425	1.05KΩ(1051) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247460	9.76Ω(9R76) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247461	9.53Ω(9R53) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247462	9.31Ω(9R31) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247476	6.34Ω(6R34) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247477	6.19Ω(6R19) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247392	118Ω(1180) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247393	115Ω(1150) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247394	115KΩ(1153) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247395	113Ω(1130) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247344	2.87KΩ(2871) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247345	2.67KΩ(2671) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247360	178KΩ(1783) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247361	174KΩ(1743) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247362	17.8Ω(17R8) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247312	28.7KΩ(2872) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247325	243Ω(2430) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247326	243KΩ(2433) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247327	24.3Ω(24R3) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247328	24.3KΩ(2432) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247294	324KΩ(3243) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247295	32.4Ω(32R4) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247308	29.4KΩ(2942) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247309	287Ω(2870) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247310	280KΩ(2803) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247277	383KΩ(3833) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247278	38.3KΩ(3832) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247258	432Ω(4320) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247259	432KΩ(4323) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247243	5.62KΩ(5621) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247244	5.49KΩ(5491) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247194	73.2Ω(73R2) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247195	73.2KΩ(7322) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247208	649Ω(6490) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247209	649KΩ(6493) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247210	634KΩ(6343) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247211	63.4KΩ(6342) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247225	576Ω(5760) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247226	576KΩ(5763) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247227	57.6KΩ(5762) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247228	562Ω(5620) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247177	88.7KΩ(8872) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247178	866KΩ(8663) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247191	768KΩ(7683) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247192	76.8Ω(76R8) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247142	6.8MΩ(685) ±5% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247175	887KΩ(8873) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247520	1.13Ω(1R13) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247553	0.016Ω(0R016) ±1% [SMT4期 823]	电阻_贴片超低阻值电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247504	2.37Ω(2R37) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247517	1.47MΩ(1474) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247530	0.051Ω(R051) ±5% [SMT4期 823]	电阻_贴片超低阻值电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247469	7.87Ω(7R87) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247503	2.55Ω(2R55) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247514	1.58Ω(1R58) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247516	1.47Ω(1R47) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247523	0.091Ω(R091) ±5% [SMT4期 823]	电阻_贴片超低阻值电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247501	2.8MΩ(2804) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247467	8.25Ω(8R25) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247386	127KΩ(1273) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247420	1.43KΩ(1431) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247401	107Ω(1070) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247402	107KΩ(1073) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247369	162KΩ(1623) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247370	16.9Ω(16R9) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247384	13.7Ω(13R7) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247353	191Ω(1910) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247351	2.05KΩ(2051) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247507	2.15Ω(2R15) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247496	3.57Ω(3R57) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247498	3.48Ω(3R48) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247471	7.32Ω(7R32) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247473	6.98Ω(6R98) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247475	6.49Ω(6R49) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247482	5.49Ω(5R49) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247489	4.53Ω(4R53) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247423	1.15KΩ(1151) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247455	0.14Ω(R14) ±5% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247464	8.87Ω(8R87) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247407	10.7Ω(10R7) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247414	1.78KΩ(1781) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247416	1.69KΩ(1691) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247396	113KΩ(1133) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247382	14.3KΩ(1432) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247389	12.7KΩ(1272) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247355	19.6KΩ(1962) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247357	187KΩ(1873) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247364	17.4Ω(17R4) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247366	169KΩ(1693) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247371	16.2KΩ(1622) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247302	3.83KΩ(3831) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247303	3.65KΩ(3651) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247317	267Ω(2670) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247318	267KΩ(2673) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247320	261KΩ(2613) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247333	23.2KΩ(2322) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247334	226Ω(2260) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247335	22.6KΩ(2262) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247336	22.1Ω(22R1) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247270	4.64KΩ(4641) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247283	36.5Ω(36R5) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247284	36.5KΩ(3652) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247285	35.7KΩ(3572) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247234	54.9KΩ(5492) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247235	536KΩ(5363) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247236	523Ω(5230) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247250	464Ω(4640) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247219	6.19KΩ(6191) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247217	6.98KΩ(6981) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247185	8.45KΩ(8451) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247186	8.25KΩ(8251) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247200	698Ω(6980) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247201	698KΩ(6983) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247202	69.8KΩ(6982) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247348	2.32KΩ(2321) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247332	23.7KΩ(2372) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247216	604KΩ(6043) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247221	59Ω(59R0) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247280	37.4Ω(37R4) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247282	365KΩ(3653) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247289	34.8Ω(34R8) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247296	32.4KΩ(3242) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247298	31.6Ω(31R6) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247305	3.09KΩ(3091) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247307	29.4Ω(29R4) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247314	274KΩ(2743) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247316	27.4KΩ(2742) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
C247321	26.7Ω(26R7) ±1% [SMT4期 823]	电阻_贴片电阻	1206	2	UniOhm台湾厚声（授权代理）	扩展库
